id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
4389,"Royal Botanic Garden, Edinburgh : Coronavirus",https://www.rbge.org.uk/news/gardens-closed-temporarily/,missing,"Gardens, Coronavirus, Benmore, Dawyck, Logan, closed, temporarily, Regional","Gardens, Coronavirus, Benmore, Dawyck, Logan, closed, temporarily, Regional","Our scientists are also working remotely, continuing their vital research on how best to conserve biodiversity in the face of large-scale environmental change.","Our scientists are also working remotely, continuing their vital research on how best to conserve biodiversity in the face of large-scale environmental change.",2020-04-09,2020-04-14,no,Executive NDPB,CORONAVIRUS,"gardens,coronavirus,benmore,dawyck,logan,closed,temporarily,regional",Government
4390,Scottish Canals : coronavirus,https://www.scottishcanals.co.uk/news/coronavirus-update/,missing,"Scottish, canals, Government, canal, staff, advice, follow, Scotland","Canals, Scottish, Canal, Government, Scotland, staff, continue, Minister","However, we encourage anyone who does use them to do so responsibly; follow government advice by avoiding unnecessary travel and keeping at least two metres away from other people.","However, we encourage anyone who does use them to do so responsibly; follow government advice by avoiding unnecessary travel and keeping at least two metres away from other people.",2020-06-04,2022-12-09,no,Public Corporations,CORONAVIRUS,"scottish,canals,government,canal,staff,advice,follow,scotland",Government
4391,Scottish Childrens Reporter Administration : coronavirus,https://www.scra.gov.uk/contact-us/coronavirus-attending-childrens-hearings/,missing,"Tel, email, Hearings, Hearing, Children, virtual, Coronavirus, people","Hearings, Hearing, face, Virtual, Children, Coronavirus, contact, August","The information that is being sent to children, young people and relevant persons, includes top tips about virtual Hearings.",Phone number and email addresses are available in the Contact Us section of our website.,2020-05-16,2022-12-05,no,Executive NDPB,CORONAVIRUS,"tel,email,hearings,hearing,children,virtual,coronavirus,people",Government
4393,Scottish Courts. Coming to Court. Attending a Court. Coronavirus,https://www.scotcourts.gov.uk/coming-to-court/attending-a-court/coronavirus/,missing,"Archive, Team, data, ArchiveBot, destroyed, projects, Wayback, group","court, Courts, tribunals, Tribunal, public, attending, coronavirus, Buildings","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",This will help us protect our environment and minimise the risk for those who are required to attend court or tribunal hearings.,2020-03-15,2020-06-10,no,Law,CORONAVIRUS,"archive,team,data,archivebot,destroyed,projects,wayback,group",Government
4394,Scottish Courts. Coronavirus update. Jury trials.,https://www.scotcourts.gov.uk/about-the-scottish-court-service/scs-news/2020/03/17/coronavirus-update-jury-trials/,missing,"Government, Based, tribunals, users, jury, courts, court, trials","Government, Based, tribunals, users, jury, courts, court, trials",It is likely that further measures will be announced in the coming days.,It is likely that further measures will be announced in the coming days.,2020-03-23,2024-05-26,no,Law,CORONAVIRUS,"government,based,tribunals,users,jury,courts,court,trials",Government
4395,Scottish Government. COVID-19. Helpline for Businesses,https://www.gov.scot/news/covid-19-helpline-for-scottish-businesses/,missing,"Scottish, Scotland, Government, helpline, businesses, support, Action, guidance","Scottish, Scotland, Government, helpline, businesses, support, Action, guidance",That is why today we are launching a business helpline which will provide companies in Scotland with the support and guidance they need to respond appropriately.,That is why today we are launching a business helpline which will provide companies in Scotland with the support and guidance they need to respond appropriately.,2020-03-15,2025-05-20,no,Law,CORONAVIRUS,"scottish,scotland,government,helpline,businesses,support,action,guidance",Government
4396,Scottish Government. News.Workplace advice contained in new coronavirus guidance,https://news.gov.scot/news/workplace-advice-contained-in-new-coronavirus-guidance/,missing,"guidance, advice, Workplace, coronavirus, hand, spread, settings, basic","guidance, advice, Workplace, coronavirus, hand, spread, settings, basic",09/03/20 00:01 Workplace advice contained in new coronavirus guidance Tips highlight how staff can prevent spread of infection.,09/03/20 00:01 Workplace advice contained in new coronavirus guidance Tips highlight how staff can prevent spread of infection.,2020-09-29,2020-11-12,no,Law,CORONAVIRUS,"guidance,advice,workplace,coronavirus,hand,spread,settings,basic",Government
4401,Scottish Prison Service : coronavirus,http://www.sps.gov.uk/Corporate/Information/covid-19.aspx,missing,"working, SPS, care, families, support, staff, advice, prisons","SPS, Families, care, staff, working, prisons, advice, support","We will attempt to keep everyone informed before any chnges take place, however, given how fast things are changing, this may not always be possible.",‘ Update 28/04/20 - Regime for those in isolation The document below provides information on what we are doing to support and inddividual who is isoalting or shielding as a result of COVID 19.,2020-04-10,2022-10-02,no,Agency,CORONAVIRUS,"working,sps,care,families,support,staff,advice,prisons",Government
4402,Scottish Prison Service news. COVID-19,http://www.sps.gov.uk/Corporate/News/News-6838.aspx,missing,"January, Coronavirus, China, confirmed, began, countries, world, March","January, Coronavirus, China, confirmed, began, countries, world, March",On 1st March the first confirmed case in Scotland was reported and SPS are following national advice regarding steps that require to be taken to prevent the spread of COVID-19.,On 1st March the first confirmed case in Scotland was reported and SPS are following national advice regarding steps that require to be taken to prevent the spread of COVID-19.,2020-09-26,2022-12-05,no,Law,CORONAVIRUS,"january,coronavirus,china,confirmed,began,countries,world,march",Government
4405,Scottish Social Services Council. how we will continue to regulate in light of novel coronavirus covid-19,https://news.sssc.uk.com/news/how-we-will-continue-to-regulate-in-light-of-novel-coronavirus-covid-19/,missing,"care, health, Council, professionals, General, social, people, services","care, health, Council, professionals, General, social, people, services","We would also take account of any relevant information about resource, guidelines or protocols in place at the time.","We would also take account of any relevant information about resource, guidelines or protocols in place at the time.",2020-03-29,2023-12-11,no,Law,CORONAVIRUS,"care,health,council,professionals,general,social,people,services",Government
4406,SCTS News Coronavirus â€“ Keeping our Courts and Tribunal Buildings Safe,https://www.scotcourts.gov.uk/about-the-scottish-court-service/scs-news/2020/03/18/coronavirus-keeping-our-courts-and-tribunal-buildings-safe/,missing,"public, risk, normal, times, court, basis, buildings, visiting","public, risk, normal, times, court, basis, buildings, visiting",This will help us protect our environment and minimise the risk for those who are required to attend court or tribunal hearings.,This will help us protect our environment and minimise the risk for those who are required to attend court or tribunal hearings.,2020-04-13,2020-09-27,no,Law,CORONAVIRUS,"public,risk,normal,times,court,basis,buildings,visiting",Government
4408,SPT : SPT Coronavirus (COVID 19) update,http://spt.co.uk/2020/03/spt-coronavirus-covid-19-update/,missing,"Scottish, continues, updates, SPT, Coronavirus, stations, governments, services","Scottish, stations, Coronavirus, City, Govan, Centre, SPT, Services",From Saturday (21 March 2020) the Subway will move to an eight-minute service on both inner and outer circles.,Services are being kept under constant review at this time and we will keep passengers updated as to any changes.,2020-03-20,2020-04-06,no,Transport,CORONAVIRUS,"scottish,continues,updates,spt,coronavirus,stations,governments,services",Government
4410,Student Awards Agency for Scotland : coronavirus,https://www.saas.gov.uk/news/coronavirus/,missing,"Sep, Mar, Jun, Collection, Outlinks, Machine, Apr, COLLECTED","Crawl, Common, Apr, Oct, Collection, Sep, COLLECTED, Web",Jun 29 2019 2020 2021 success fail About this capture,Oct 24 2021 2023 2024 success fail About this capture,2020-04-29,2023-09-24,no,Agency,CORONAVIRUS,"sep,mar,jun,collection,outlinks,machine,apr,collected",Government
4412,Traveline Scotland : Shiel Buses,https://www.travelinescotland.com/sites/default/files//content/Shiel_Buses_covid19_temp_timetables.pdf,missing,"Media, Cloud, events, TIMESTAMPS, Machine, longitudinal, web, archival","Media, Cloud, events, TIMESTAMPS, Machine, longitudinal, web, archival",A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,2020-05-26,2020-05-26,no,Transport,CORONAVIRUS,"media,cloud,events,timestamps,machine,longitudinal,web,archival",Government
4413,Xplore Dundee : Coronavirus - update for our customers,https://nxbus.co.uk/dundee/news/coronavirus-update-for-our-customers/,missing,"Express, National, advice, Coronavirus, customers, trusted, carry, thousands","Express, National, advice, Coronavirus, customers, trusted, carry, thousands",We will continue to follow advice from public health bodies and introduce any additional measures that are recommended or required.,We will continue to follow advice from public health bodies and introduce any additional measures that are recommended or required.,2020-04-28,2020-05-10,no,Transport,CORONAVIRUS,"express,national,advice,coronavirus,customers,trusted,carry,thousands",Government
